	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.027172258123755455	9931	0	11	españoles	AQ	10	ricos
1	1	0.025531524792313576	1605	0	11	españoles	AQ	9	grandes
2	2	0.02240353263914585	17395	0	11	españoles	AQ	8	perfectos
3	3	0.016822699457406998	625	0	11	españoles	Z	7	3
4	4	0.01603424735367298	4174	0	11	españoles	AQ	6	buenos
5	5	0.015275361016392708	413	0	11	españoles	Z	5	2
6	6	0.014768552966415882	404	0	11	españoles	Z	4	1
7	7	0.013559316284954548	10171	0	11	españoles	AQ	3	felices
8	8	0.009914523921906948	43238	0	11	españoles	AQ	2	guapos
9	9	0.009713379666209221	6001	0	11	españoles	AQ	1	fuertes
0	0	0.04670313745737076	21996	1	11	españoles	NC	10	jovenes
1	1	0.03498333692550659	9961	1	11	españoles	NC	9	cuentos
2	2	0.019471419975161552	2852	1	11	españoles	NC	8	mayo
3	3	0.01501515507698059	4174	1	11	españoles	AQ	7	buenos
4	4	0.01459358911961317	11773	1	11	españoles	AQ	6	escritores
5	5	0.008937811478972435	3034	1	11	españoles	NC	5	libros
6	6	0.0076998136937618256	2786	1	11	españoles	NC	4	julio
7	7	0.00755434762686491	9198	1	11	españoles	NC	3	retos
8	8	0.007358798757195473	18	1	11	españoles	Fp	2	.
9	9	0.006227381993085146	3079	1	11	españoles	NC	1	abril
0	0	0.06526093930006027	2852	2	11	españoles	NC	10	mayo
1	1	0.020746519789099693	679	2	11	españoles	NC	9	años
2	2	0.020374896004796028	3079	2	11	españoles	NC	8	abril
3	3	0.019743958488106728	2786	2	11	españoles	NC	7	julio
4	4	0.018795471638441086	404	2	11	españoles	Z	6	1
5	5	0.016583846881985664	2809	2	11	españoles	NC	5	junio
6	6	0.015568283386528492	32820	2	11	españoles	AQ	4	bienvenidos
7	7	0.014975056983530521	4174	2	11	españoles	AQ	3	buenos
8	8	0.014070379547774792	3008	2	11	españoles	NC	2	marzo
9	9	0.013550090603530407	2601	2	11	españoles	NC	1	diciembre
0	0	0.04749488830566406	2852	3	11	españoles	NC	10	mayo
1	1	0.019495747983455658	3079	3	11	españoles	NC	9	abril
2	2	0.01885596476495266	4174	3	11	españoles	AQ	8	buenos
3	3	0.015304694883525372	679	3	11	españoles	NC	7	años
4	4	0.01417788676917553	3931	3	11	españoles	AQ	6	objetivos
5	5	0.012393339537084103	3008	3	11	españoles	NC	5	marzo
6	6	0.011443833820521832	404	3	11	españoles	Z	4	1
7	7	0.01140045840293169	2786	3	11	españoles	NC	3	julio
8	8	0.010684174485504627	18	3	11	españoles	Fp	2	.
9	9	0.009413153864443302	625	3	11	españoles	Z	1	3
0	0	0.03547625616192818	2852	4	11	españoles	NC	10	mayo
1	1	0.0240553580224514	679	4	11	españoles	NC	9	años
2	2	0.023953530937433243	2786	4	11	españoles	NC	8	julio
3	3	0.018007680773735046	4295	4	11	españoles	AQ	7	*
4	4	0.015400963835418224	3079	4	11	españoles	NC	6	abril
5	5	0.014791016466915607	18	4	11	españoles	Fp	5	.
6	6	0.014276404865086079	316	4	11	españoles	DA	4	los
7	7	0.014195151627063751	2809	4	11	españoles	NC	3	junio
8	8	0.012595592066645622	2152	4	11	españoles	AQ	2	nuevos
9	9	0.012161897495388985	404	4	11	españoles	Z	1	1
0	0	0.06406225264072418	10171	0	11	franceses	AQ	10	felices
1	1	0.02562750317156315	9931	0	11	franceses	AQ	9	ricos
2	2	0.021053345873951912	8111	0	11	franceses	AQ	8	pobres
