	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.007188582792878151	4080	0	8	españoles	AQ	10	políticos
1	1	0.006344488821923733	404	0	8	españoles	Z	9	1
2	2	0.006261949893087149	10171	0	8	españoles	AQ	8	felices
3	3	0.005985386203974485	413	0	8	españoles	Z	7	2
4	4	0.005299254786223173	1605	0	8	españoles	AQ	6	grandes
5	5	0.00469930749386549	2342	0	8	españoles	AQ	5	amigos
6	6	0.004658983554691076	17050	0	8	españoles	AQ	4	peligrosos
7	7	0.004594659432768822	625	0	8	españoles	Z	3	3
8	8	0.003844299353659153	4174	0	8	españoles	AQ	2	buenos
9	9	0.0036452796775847673	1392	0	8	españoles	AQ	1	españa
0	0	0.011651710607111454	404	1	8	españoles	Z	10	1
1	1	0.011187983676791191	3034	1	8	españoles	NC	9	libros
2	2	0.008663482964038849	9961	1	8	españoles	NC	8	cuentos
3	3	0.007962380535900593	10625	1	8	españoles	NC	7	blogs
4	4	0.007854954339563847	679	1	8	españoles	NC	6	años
5	5	0.006552556529641151	2152	1	8	españoles	AQ	5	nuevos
6	6	0.0061747832223773	11773	1	8	españoles	AQ	4	escritores
7	7	0.006004231050610542	4715	1	8	españoles	Z	3	2008
8	8	0.005263856612145901	2514	1	8	españoles	NC	2	blog
9	9	0.005176343023777008	10171	1	8	españoles	AQ	1	felices
0	0	0.010444266721606255	1667	2	8	españoles	PP	10	nosotros
1	1	0.009078784845769405	10171	2	8	españoles	AQ	9	felices
2	2	0.007855317555367947	32820	2	8	españoles	AQ	8	bienvenidos
3	3	0.007304451894015074	404	2	8	españoles	Z	7	1
4	4	0.0069703455083072186	1605	2	8	españoles	AQ	6	grandes
5	5	0.006236187648028135	4600	2	8	españoles	AQ	5	familiares
6	6	0.005936543457210064	726	2	8	españoles	PI	4	todos
7	7	0.0056713055819272995	293	2	8	españoles	CS	3	que
8	8	0.005352060776203871	17050	2	8	españoles	AQ	2	peligrosos
9	9	0.005287090316414833	679	2	8	españoles	NC	1	años
0	0	0.006049681454896927	1130	3	8	españoles	PP	10	yo
